Date,HomeTeam,AwayTeam,outcome_by_HOME,AVERAGE_ODD_WIN,AVERAGE_ODD_DRAW,AVERAGE_ODD_OPPONENT_WIN,RANKINGHOME,RANKING AWAY,LAST_GAME_RHOMETEAM,LAST_GAME_RAWAYTEAM
2/24/18,West Brom,Huddersfield,L,6.393,3.128,4.236,10,20,-1,1
2/25/18,Crystal Palace,Tottenham,L,10.303,4.73,2.101,14,2,-1,1
2/25/18,Man United,Chelsea,W,6.519,3.135,3.32,6,1,-1,1
3/1/18,Arsenal,Man City,L,8.171,4.002,2.068,5,3,-1,1
3/3/18,Burnley,Everton,W,6.473,3.01,3.161,16,7,0,-1
3/3/18,Leicester,Bournemouth,D,6.155,3.486,4.066,12,9,0,0
3/3/18,Liverpool,Newcastle,W,6.092,6.253,12.954,4,20,1,0
3/3/18,Southampton,Stoke,D,6.072,3.452,4.805,8,13,0,0
3/3/18,Swansea,West Ham,W,6.61,3.119,2.987,15,11,-1,-1
3/3/18,Tottenham,Huddersfield,W,6.112,6.463,14.596,2,20,1,1
3/3/18,Watford,West Brom,W,6.292,3.172,3.659,17,10,1,-1
3/4/18,Brighton,Arsenal,W,7.866,3.771,2.15,20,5,1,-1
3/4/18,Man City,Chelsea,W,6.01,3.87,5.302,3,1,1,-1
3/5/18,Crystal Palace,Man United,L,9.777,4.394,2.112,14,6,-1,1
3/10/18,Chelsea,Crystal Palace,W,6.183,5.1,10.229,1,14,-1,-1
3/10/18,Everton,Brighton,W,6.562,3.071,3.6,7,20,-1,1
3/10/18,Huddersfield,Swansea,D,6.676,3.039,3.126,20,15,-1,1
3/10/18,Man United,Liverpool,W,6.972,3.26,2.746,6,4,1,1
3/10/18,Newcastle,Southampton,W,7,3.115,2.791,20,8,-1,0
3/10/18,West Brom,Leicester,L,7.176,3.195,2.62,10,12,-1,0
3/10/18,West Ham,Burnley,L,6.515,3.08,3.44,11,16,-1,1
3/11/18,Arsenal,Watford,W,6.317,4.262,6.345,5,17,-1,1
3/11/18,Bournemouth,Tottenham,L,9.903,4.681,2.042,9,2,0,1
3/12/18,Stoke,Man City,L,15.478,7.384,2.585,13,3,0,1
3/17/18,Bournemouth,West Brom,W,6.577,3.348,4.334,9,10,-1,-1
3/17/18,Huddersfield,Crystal Palace,L,7.307,3.115,2.711,20,14,0,-1
3/17/18,Liverpool,Watford,W,6.56,6.658,14.091,4,17,-1,-1
3/17/18,Stoke,Everton,L,6.872,3.163,3.035,13,7,-1,1
3/31/18,Brighton,Leicester,L,6.883,3.134,2.734,20,12,-1,1
3/31/18,Crystal Palace,Liverpool,L,10.021,4.705,2.042,14,4,1,1
3/31/18,Everton,Man City,L,12.29,5.764,2.218,7,3,1,1
3/31/18,Man United,Swansea,W,5.908,5.688,12.259,6,15,1,0
3/31/18,Newcastle,Huddersfield,W,6.166,3.313,4.812,20,20,1,-1
3/31/18,Watford,Bournemouth,D,6.564,3.273,3.056,17,9,-1,1
3/31/18,West Brom,Burnley,L,6.754,3.002,2.979,10,16,-1,1
3/31/18,West Ham,Southampton,W,6.946,3.182,2.661,11,8,-1,-1
4/1/18,Arsenal,Stoke,W,6.091,5.125,9.047,5,13,1,-1
4/1/18,Chelsea,Tottenham,L,6.589,3.22,3.048,1,2,1,1
4/7/18,Bournemouth,Crystal Palace,D,7.028,3.291,2.918,9,14,0,-1
4/7/18,Brighton,Huddersfield,D,6.563,3.25,4.539,20,20,-1,-1
4/7/18,Everton,Liverpool,D,8.265,3.707,2.159,7,4,-1,1
4/7/18,Leicester,Newcastle,L,6.646,3.302,3.944,12,20,1,1
4/7/18,Man City,Man United,L,6.287,3.464,4.018,3,6,1,1
4/7/18,Stoke,Tottenham,L,13.236,5.97,2.308,13,2,-1,1
4/7/18,Watford,Burnley,L,6.899,3.081,3.267,17,16,0,1
4/7/18,West Brom,Swansea,D,6.946,3.1,3.165,10,15,-1,-1
4/8/18,Arsenal,Southampton,W,6.327,4.017,5.632,5,8,1,-1
4/8/18,Chelsea,West Ham,D,6.45,5.301,10.502,1,11,-1,1
4/14/18,Burnley,Leicester,W,7.15,3.099,2.886,16,12,1,-1
4/14/18,Crystal Palace,Brighton,W,6.487,3.253,4.316,14,20,0,0
4/14/18,Huddersfield,Watford,W,7.135,3.117,2.871,20,17,0,-1
4/14/18,Liverpool,Bournemouth,W,6.158,5.959,11.338,4,9,0,0
4/14/18,Southampton,Chelsea,L,8.49,3.742,2.146,8,1,-1,0
4/14/18,Swansea,Everton,D,6.837,3.099,3.007,15,7,0,0
4/14/18,Tottenham,Man City,L,7.183,3.434,2.664,2,3,1,-1
4/15/18,Man United,West Brom,L,6.434,6.556,16.136,6,10,1,0
4/15/18,Newcastle,Arsenal,W,7.539,3.533,2.349,20,5,1,1
4/16/18,West Ham,Stoke,D,6.681,3.267,3.82,11,13,0,-1
4/17/18,Brighton,Tottenham,D,10.124,4.524,2.085,20,2,-1,-1
4/18/18,Bournemouth,Man United,L,9.123,4.007,2.086,9,6,-1,-1
4/19/18,Burnley,Chelsea,L,8.445,3.585,2.19,16,1,1,1
4/19/18,Leicester,Southampton,D,7.048,3.307,3.024,12,8,-1,-1
4/21/18,Watford,Crystal Palace,D,7.481,3.283,2.585,17,14,-1,1
4/21/18,West Brom,Liverpool,D,10.715,4.669,2.111,10,4,1,1
4/22/18,Arsenal,West Ham,W,6.572,4.138,5.482,5,11,-1,0
4/22/18,Man City,Swansea,W,6.882,7.875,19.389,3,15,1,0
4/22/18,Stoke,Burnley,D,7.002,3.146,3.274,13,16,0,-1
4/23/18,Everton,Newcastle,W,6.666,3.15,3.243,7,20,0,1
4/28/18,Burnley,Brighton,D,6.923,3.053,3.548,16,20,0,0
4/28/18,Crystal Palace,Leicester,W,6.844,3.31,3.576,14,12,0,0
4/28/18,Huddersfield,Everton,L,7.091,3.007,3.005,20,7,1,1
4/28/18,Liverpool,Stoke,D,6.522,5.081,9.046,4,13,0,0
4/28/18,Newcastle,West Brom,L,6.684,3.309,4.354,20,10,-1,0
4/28/18,Southampton,Bournemouth,W,6.629,3.64,4.667,8,9,0,-1
4/28/18,Swansea,Chelsea,L,10.795,4.604,2.135,15,1,-1,1
4/29/18,Man United,Arsenal,W,6.515,4.224,7.115,6,5,1,1
4/29/18,West Ham,Man City,L,13.168,5.981,2.293,11,3,-1,1
4/30/18,Tottenham,Watford,W,6.54,7.203,17.869,2,17,0,0
5/4/18,Brighton,Man United,W,8.724,3.694,2.155,20,6,0,1
5/5/18,Bournemouth,Swansea,W,6.885,3.369,3.398,9,15,-1,-1
5/5/18,Everton,Southampton,D,7.337,3.227,2.641,7,8,1,1
5/5/18,Leicester,West Ham,L,6.979,3.274,3.232,12,11,-1,-1
5/5/18,Stoke,Crystal Palace,L,7.277,3.261,2.77,13,14,0,1
5/5/18,Watford,Newcastle,W,7.05,3.202,3.105,17,20,-1,-1
5/5/18,West Brom,Tottenham,W,11.619,5.185,2.114,10,2,1,1
5/6/18,Arsenal,Burnley,W,6.425,3.89,5.954,5,16,-1,0
5/6/18,Chelsea,Liverpool,W,6.98,3.375,3.166,1,4,1,0
5/6/18,Man City,Huddersfield,D,7.255,10.446,24.96,3,20,1,-1
5/8/18,Swansea,Southampton,L,7.463,3.208,2.57,15,8,-1,0
5/9/18,Chelsea,Huddersfield,D,6.707,6.793,16.283,1,20,1,0
5/9/18,Leicester,Arsenal,W,8.101,3.791,2.178,12,5,-1,1
5/9/18,Man City,Brighton,W,6.946,8.541,20.631,3,20,0,1
5/9/18,Tottenham,Newcastle,W,6.707,7.009,14.77,2,20,-1,-1
5/10/18,West Ham,Man United,D,8.801,3.86,2.111,11,6,1,-1
5/13/18,Burnley,Bournemouth,L,6.7,3.284,3.35,16,9,-1,1
5/13/18,Crystal Palace,West Brom,W,6.445,3.555,4.411,14,10,1,1
5/13/18,Huddersfield,Arsenal,L,9.464,4.481,2.047,20,5,0,-1
5/13/18,Liverpool,Brighton,W,6.427,6.79,14.927,4,20,-1,-1
5/13/18,Man United,Watford,W,6.334,4.892,8.208,6,17,0,1
5/13/18,Newcastle,Chelsea,W,9.703,4.369,2.088,20,1,-1,0
5/13/18,Southampton,Man City,L,11.237,5.25,2.094,8,3,1,1
5/13/18,Swansea,Stoke,L,6.515,3.5,3.919,15,13,-1,-1
5/13/18,Tottenham,Leicester,W,6.333,5.28,8.557,2,12,1,1
5/13/18,West Ham,Everton,W,6.747,3.304,2.983,11,7,0,0
